# ----------------------------------------
# All Web Site Data
# Exit Pages
# 20150101-20230701
# ----------------------------------------

Page,Exits,Pageviews,% Exit
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1027&color=blue&page=1&nm_page=prosyn,1,1,100.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1027&color=blue&page=1&nm_page=ps,1,6,16.67%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1035&color=blue&page=1&nm_page=prosyn,1,2,50.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1041&color=blue&page=1&nm_page=noc,1,5,20.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1041&color=violetSoma&page=1&nm_page=ps,1,33,3.03%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1026&id_neuron_target=1005&color=blue&page=1&nm_page=noc,1,1,100.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1043&id_neuron_target=1027&color=blue&page=1&nm_page=noc,1,1,100.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=4028&id_neuron_target=4055&color=blue&page=1&nm_page=prosyn,1,1,100.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=CA3_SL&color=violetSoma&page=1,1,2,50.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=DG_H&color=red&page=1&sp_page=dal,1,87,1.15%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=DG_H&color=violetSoma&page=1,1,46,2.17%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=DG_H&color=violetSoma&page=1&sp_page=dal,1,8,12.50%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1041&val_property=DG_H&color=red&page=1&sp_page=dal,1,1,100.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2019&val_property=CA3_SR&color=red&page=1&sp_page=dal,1,1,100.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=6017&val_property=EC_I&color=blue&page=1&sp_page=dal,1,2,50.00%
/synapse_probabilities/php/property_page_synpro.php?name_show_only=all&start=0&stop=10&name_show_only_var=1,1,4,25.00%
/synapse_probabilities/php/synapse_probabilities_ps_limit.php,1,6,16.67%
/synapse_probabilities/php/synapse_probabilities2.php,1,10,10.00%
/synaptic_probabilities/php/property_page_synpro_nm.php,1,33,3.03%
/synaptic_probabilities/php/synapse_probabilities_ps.php,1,8,12.50%
/synaptome/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1043&color=blue&page=1&nm_page=noc,1,1,100.00%
/synaptome/php/synapse_probabilities_dal.php,1,4,25.00%
/synaptome/php/synaptic_mod_sum.php?pre_id=1000&post_id=1041,1,2,50.00%
/synaptome/php/synaptic_mod_sum.php?pre_id=1000&post_id=1043,1,1,100.00%
/synaptome/php/synaptome_modeling.php?value_selection=tau_d,1,16,6.25%
/synaptome/php/synaptome_modeling.php?value_selection=u,1,17,5.88%
/synaptome/php/synaptome_modeling.php?value=g,1,13,7.69%
/synaptome/php/synaptome_modeling.php?value=u,1,4,25.00%
/devur2_backup/,0,1,0.00%
/devur2/,0,13,0.00%
/devur2/Help_On-hold_Types.php,0,2,0.00%
/devur2/property_page_counts.php?id_neuron=1000&val_property=counts,0,2,0.00%
/devur2/property_page_counts.php?id_neuron=1005&val_property=counts,0,1,0.00%
/devur2/property_page_counts.php?id_neuron=1013&val_property=counts,0,1,0.00%
/devur2/property_page_counts.php?id_neuron=1026&val_property=counts,0,3,0.00%
/devur2/property_page_counts.php?id_neuron=1036&val_property=counts,0,7,0.00%
/devur2/property_page_counts.php?id_neuron=2004&val_property=counts,0,1,0.00%
/devur2/property_page_fp.php?id_neuron=4000&parameter=ASP.&count=1&page=1,0,1,0.00%
/devur2/property_page_fp.php?id_neuron=4080&parameter=ASP.&count=2&page=1,0,1,0.00%
/devur2/property_page_markers.php?id_neuron=3000&val_property=CB&color=negative&page=markers,0,3,0.00%
/devur2/property_page_markers.php?id_neuron=3000&val_property=PCP4&color=positive&page=markers,0,1,0.00%
/devur2/property_page_markers.php?id_neuron=4098&val_property=nNOS&color=positive&page=markers,0,1,0.00%
/devur2/property_page_markers.php?id_neuron=4099&val_property=CB&color=positive-negative-negative_inference&page=markers,0,1,0.00%
/devur2/property_page_markers.php?id_neuron=4099&val_property=Gaba-a-alpha&color=positive&page=markers,0,1,0.00%
/devur2/property_page_markers.php?id_neuron=4099&val_property=nNOS&color=positive&page=markers,0,1,0.00%
/devur2/property_page_markers.php?id_neuron=4181&val_property=PV&color=positive-negative_inference&page=markers,0,1,0.00%
/devur2/property_page_morphology.php,0,6,0.00%
/devur2/property_page_morphology.php?id_neuron=1000&val_property=DG_H&color=red&page=1,0,1,0.00%
/devur2/property_page_morphology.php?id_neuron=4000&val_property=CA1_SP&color=blueSoma&page=1,0,1,0.00%
/devur2/property_page_morphology.php?id_neuron=4084&val_property=CA1_SR&color=violetSoma&page=1,0,1,0.00%
/devur2/property_page_morphology.php?id_neuron=6078&val_property=EC_VI&color=violetSoma&page=1,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=1000&val_property=APthresh,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=1000&val_property=DS_ratio,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=1000&val_property=firingRate,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=1000&val_property=firingRateNonBaseline,0,2,0.00%
/devur2/property_page_phases.php?id_neuron=1000&val_property=gamma,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=1000&val_property=swr_ratio,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=1000&val_property=Vrest,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=1002,0,7,0.00%
/devur2/property_page_phases.php?id_neuron=1002&val_property=all_other,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=1002&val_property=firingRateNonBaseline,0,2,0.00%
/devur2/property_page_phases.php?id_neuron=1002&val_property=theta,0,3,0.00%
/devur2/property_page_phases.php?id_neuron=2000&val_property=run_stop_ratio,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=2000&val_property=swr_ratio,0,2,0.00%
/devur2/property_page_phases.php?id_neuron=2004,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=2043&val_property=theta,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=2049&val_property=theta,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=3000,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=3000&val_property=firingRateNonBaseline,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=3000&val_property=theta,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=4000&val_property=theta,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=4036,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=4036&val_property=epsilon,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=4069&val_property=all_other,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=4078,0,3,0.00%
/devur2/property_page_phases.php?id_neuron=4098,0,3,0.00%
/devur2/property_page_phases.php?id_neuron=4098&val_property=all_other,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=4139,0,1,0.00%
/devur2/property_page_phases.php?id_neuron=4146,0,2,0.00%
/devur2/property_page_phases.php?id_neuron=5001&val_property=firingRate,0,2,0.00%
/devur2/property_page_phases.php?id_neuron=5001&val_property=theta,0,1,0.00%
/devur2/property_page_phases.php?pre_id=4080,0,1,0.00%
/devur2/property_page_synpro.php?id_neuron=1000&val_property=DG_H&color=red&page=1&sp_page=dal,0,1,0.00%
/devur2/property_page_synpro.php?id_neuron=1000&val_property=DG_SMo&color=blue&page=1&sp_page=dal,0,1,0.00%
/devur2/synapse_probabilities_sypr.php,0,2,0.00%
/devur2/synaptome.php,0,4,0.00%
/devur3/,0,18,0.00%
/devur3/property_page_connectivity.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1035&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/devur3/property_page_counts.php?id_neuron=1007&val_property=counts,0,2,0.00%
/devur3/property_page_counts.php?id_neuron=1027&val_property=counts,0,1,0.00%
/devur3/property_page_counts.php?id_neuron=2020&val_property=counts,0,1,0.00%
/devur3/property_page_fp.php,0,2,0.00%
/devur3/property_page_fp.php?id_neuron=1000&parameter=ASP.&count=1&page=1,0,2,0.00%
/devur3/property_page_fp.php?id_neuron=1000&parameter=D.NASP&count=1&page=1,0,1,0.00%
/devur3/property_page_markers.php?id_neuron=2000&val_property=Y2&color=positive&page=markers,0,1,0.00%
/devur3/property_page_markers.php?id_neuron=3000&val_property=PCP4&color=positive&page=markers,0,3,0.00%
/devur3/property_page_markers.php?id_neuron=4098&val_property=Astn2&color=negative&page=markers,0,2,0.00%
/devur3/property_page_markers.php?id_neuron=4098&val_property=CB&color=positive-negative-weak_positive&page=markers,0,1,0.00%
/devur3/property_page_markers.php?id_neuron=4098&val_property=CR&color=negative_inference&page=markers,0,1,0.00%
/devur3/property_page_markers.php?id_neuron=4098&val_property=Gaba-a-alpha&color=positive-negative_inference&page=markers,0,1,0.00%
/devur3/property_page_markers.php?id_neuron=4099&val_property=Gaba-a-alpha&color=positive&page=markers,0,5,0.00%
/devur3/property_page_markers.php?id_neuron=4099&val_property=nNOS&color=positive&page=markers,0,3,0.00%
/devur3/property_page_morphology.php?id_neuron=4000&val_property=CA1_SP&color=blueSoma&page=1,0,1,0.00%
/devur3/property_page_morphology.php?id_neuron=4098&val_property=CA1_SO&color=violet&page=1,0,1,0.00%
/devur3/property_page_morphology.php?id_neuron=4098&val_property=CA1_SP&color=blueSoma&page=1,0,2,0.00%
/devur3/property_page_morphology.php?id_neuron=4098&val_property=EC_VI&color=red&page=1,0,1,0.00%
/devur3/property_page_morphology.php?id_neuron=4098&val_property=SUB_SP&color=red&page=1,0,2,0.00%
/devur3/property_page_morphology.php?id_neuron=4099&val_property=CA1_SP&color=blueSoma&page=1,0,1,0.00%
/devur3/property_page_morphology.php?id_neuron=4099&val_property=EC_VI&color=red&page=1,0,3,0.00%
/devur3/property_page_phases.php?id_neuron=1000&val_property=all_other,0,2,0.00%
/devur3/property_page_phases.php?id_neuron=1000&val_property=DS_ratio,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=1000&val_property=firingRate,0,6,0.00%
/devur3/property_page_phases.php?id_neuron=1000&val_property=firingRateNonBaseline,0,2,0.00%
/devur3/property_page_phases.php?id_neuron=1000&val_property=swr_ratio,0,6,0.00%
/devur3/property_page_phases.php?id_neuron=1035,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=2000&val_property=all_other,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=2000&val_property=gamma,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=2004&val_property=theta,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=2043&val_property=firingRateNonBaseline,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=2049&val_property=firingRate,0,3,0.00%
/devur3/property_page_phases.php?id_neuron=2049&val_property=swr_ratio,0,2,0.00%
/devur3/property_page_phases.php?id_neuron=2049&val_property=theta,0,4,0.00%
/devur3/property_page_phases.php?id_neuron=3000&val_property=swr_ratio,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=4036&val_property=theta,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=4069&val_property=firingRateNonBaseline,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=4078&val_property=theta,0,2,0.00%
/devur3/property_page_phases.php?id_neuron=4080&val_property=firingRateNonBaseline,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=4098&val_property=firingRate,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=4099&val_property=theta,0,2,0.00%
/devur3/property_page_phases.php?id_neuron=5001&val_property=firingRate,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=5001&val_property=theta,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=5005&val_property=firingRate,0,1,0.00%
/devur3/property_page_phases.php?id_neuron=5005&val_property=theta,0,2,0.00%
/devur3/property_page_phases.php?id_neuron=6021&val_property=all_other,0,1,0.00%
/devur3/property_page_phases.php?name_show_only=all&start=0&stop=10&name_show_only_var=1,0,3,0.00%
/devur3/property_page_phases.php?name_show_only=article_book&start=0&stop=10&name_show_only_var=1,0,1,0.00%
/devur3/property_page_phases.php?name_show_only=authors&start=0&stop=10&name_show_only_var=1,0,1,0.00%
/devur3/property_page_phases.php?name_show_only=name_journal&start=0&stop=10&name_show_only_var=1,0,1,0.00%
/devur3/property_page_synpro_nm.php?id1_neuron=1041&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/devur3/property_page_synpro_pvals.php?id_neuron_source=1041&id_neuron_target=1002&color=blue&page=1&nm_page=noc,0,1,0.00%
/devur3/synapse_probabilities_noc.php,0,1,0.00%
/devur3/synaptome_modeling.php,0,2,0.00%
/devur4/,0,1,0.00%
/devur4/morphology.php,0,1,0.00%
/devur4/property_page_synpro_nm.php,0,2,0.00%
/devur4/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,1,0.00%
/devur4/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,1,0.00%
/devur4/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1002&color=blue&page=1&nm_page=ps,0,1,0.00%
/devur4/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1041&color=blue&page=1&nm_page=ps,0,1,0.00%
/devur4/property_page_synpro.php,0,1,0.00%
/devur4/property_page_synpro.php?id_neuron=1041&val_property=DG_H&color=red&page=1&sp_page=dal,0,1,0.00%
/devur4/synapse_probabilities_dal.php,0,3,0.00%
/devur5/property_page_phases.php?id_neuron=1000&val_property=swr_ratio,0,6,0.00%
/hippocampome/firing_patterns.php?refreshed=,0,1,0.00%
/hippocampome/index.php,0,6,0.00%
/hippocampome/php_v2/,0,4,0.00%
/hippocampome/php_V2//index.php,0,1,0.00%
/hippocampome/php_v2/firing_patterns.php,0,2,0.00%
/hippocampome/php_v2/synapse_probabilities_sd.php,0,1,0.00%
/hippocampome/php_v2/synaptome.php,0,4,0.00%
/hippocampome/php/,0,3,0.00%
/php_bak_20221004/firing_patterns.php,0,1,0.00%
/php_bak_20221004/synaptic_mod_sum.php?pre_id=1000&post_id=1035,0,1,0.00%
/php_bak_20221004/synaptome_modeling.php,0,1,0.00%
/php_v2_bak_20221117/synaptome.php,0,1,0.00%
/php_v2_dev/,0,22,0.00%
/php_v2_dev/property_page_phases.php?id_neuron=1000&val_property=theta,0,8,0.00%
/php_v2_dev/property_page_phases.php?id_neuron=4000&val_property=theta,0,1,0.00%
/php_v2_dev/property_page_phases.php?id_neuron=4036&val_property=all_other,0,1,0.00%
/php_v2_dev/property_page_phases.php?id_neuron=4036&val_property=firingRate,0,1,0.00%
/php_v2_dev/property_page_phases.php?id_neuron=4036&val_property=swr_ratio,0,1,0.00%
/php_v2_dev/property_page_phases.php?id_neuron=4078&val_property=theta,0,2,0.00%
/php_v2_dev/property_page_phases.php?id_neuron=4081&val_property=theta,0,2,0.00%
/php_v2_dev/property_page_phases.php?id_neuron=4084&val_property=all_other,0,2,0.00%
/php_v2_dev/property_page_phases.php?id_neuron=4187&val_property=theta,0,1,0.00%
/php_v2_dev/property_page_synpro_nm.php?id1_neuron=1000&val1_property=CA3_SP&color1=red&id2_neuron=2028&val2_property=CA3_SP&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,16,0.00%
/php_v2_dev/property_page_synpro_nm.php?id1_neuron=1010&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_nm.php?id1_neuron=1035&val1_property=DG_SG&color1=red&id2_neuron=1009&val2_property=DG_SG&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/php_v2_dev/property_page_synpro_nm.php?id1_neuron=1035&val1_property=DG_SG&color1=red&id2_neuron=1036&val2_property=DG_SG&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,1,0.00%
/php_v2_dev/property_page_synpro_nm.php?id1_neuron=1041&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_nm.php?id1_neuron=2019&val1_property=DG_SMi&color1=red&id2_neuron=1006&val2_property=DG_SMi&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_nm.php?id1_neuron=2019&val1_property=DG_SMo&color1=red&id2_neuron=1006&val2_property=DG_SMo&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_nm.php?id1_neuron=6038&val1_property=EC_III&color1=red&id2_neuron=6038&val2_property=EC_III&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1002&color=blue&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1006&color=blue&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1026&color=blue&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1041&color=blue&page=1&nm_page=prosyn,0,13,0.00%
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=2028&color=blue&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=1010&id_neuron_target=1041&color=blue&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=1035&id_neuron_target=1009&color=blue&page=1&nm_page=noc,0,1,0.00%
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=1035&id_neuron_target=1010&color=blue&page=1&nm_page=prosyn,0,4,0.00%
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=1035&id_neuron_target=1036&color=blue&page=1&nm_page=ps,0,1,0.00%
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=1041&id_neuron_target=1041&color=blue&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=2004&id_neuron_target=2000&color=blue&page=1&nm_page=prosyn,0,5,0.00%
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=2022&id_neuron_target=2000&color=blue&page=1&nm_page=prosyn,0,1,0.00%
/php_v2_dev/property_page_synpro.php?id_neuron=1000&val_property=CA3_SL&color=red&page=1&sp_page=dal,0,3,0.00%
